entity_id,club_id,club,match_id,date,source_url,shirt_number,match_name,passes_attempted,passes_completed,pass_completion_pct,switches,crosses_attempted,crosses_completed,line_breaks_attempted,line_breaks_completed,line_break_completion_pct,ball_progressions,take_ons,step_ins,shots,goals,distribution_page,tackles_attempted,tackles_won,blocks,interceptions,direct_pressures,indirect_pressures,aerial_duels_won,physical_duels_won,possession_contests_won,clearances,loose_ball_receptions,pushing_on,pushing_on_pressing,regains,interruptions,defence_page,distance_m,zone1_m,zone2_m,zone3_m,zone4_m,zone5_m,high_speed_runs,sprints,top_speed_kmh,physical_page
alahlyfc:1,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,1,MOHAMED ELSHENAWY,34.0,29.0,85.0,0.0,0.0,0.0,8.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,47,5479.2,4319.5,977.6,137.3,37.3,7.6,14.0,5.0,26.7,50
alahlyfc:5,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,5,Mohamed Ali BEN ROMDHANE,19.0,19.0,100.0,0.0,0.0,0.0,5.0,5.0,100.0,4.0,3.0,1.0,1.0,0.0,42,2.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,2.0,10.0,4.0,1.0,1.0,47,7541.9,2606.0,3421.8,961.6,413.3,139.2,81.0,32.0,34.6,50
alahlyfc:6,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,6,YASSER IBRAHIM,51.0,48.0,94.0,1.0,0.0,0.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,42,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,11.0,6.0,12.0,3.0,0.0,9.0,47,9231.5,4069.6,3477.4,1076.8,480.2,127.5,90.0,43.0,28.9,50
alahlyfc:7,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,7,TREZEGUET,30.0,29.0,97.0,1.0,1.0,0.0,9.0,7.0,78.0,6.0,4.0,2.0,4.0,0.0,42,3.0,1.0,0.0,0.0,2.0,10.0,1.0,0.0,2.0,0.0,4.0,15.0,8.0,1.0,2.0,47,7088.6,3075.2,2362.0,917.8,451.3,282.4,87.0,43.0,35.4,50
alahlyfc:8,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,8,HAMDY FATHY,28.0,22.0,79.0,1.0,0.0,0.0,12.0,9.0,75.0,0.0,0.0,0.0,1.0,0.0,42,3.0,0.0,3.0,0.0,6.0,20.0,0.0,0.0,0.0,2.0,6.0,36.0,9.0,1.0,2.0,47,10752.5,3938.6,4783.3,1455.4,470.3,104.8,148.0,37.0,37.1,50
alahlyfc:9,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,9,WESSAM ABOU ALI,9.0,7.0,78.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,0.0,42,2.0,1.0,1.0,0.0,4.0,28.0,1.0,0.0,1.0,1.0,2.0,22.0,16.0,3.0,0.0,47,8025.4,3449.3,2465.5,1258.1,600.8,251.6,113.0,50.0,34.0,50
alahlyfc:13,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,13,MARAWAN ATTIA,49.0,46.0,94.0,3.0,1.0,0.0,18.0,15.0,83.0,1.0,0.0,1.0,0.0,0.0,42,19.0,6.0,3.0,2.0,21.0,27.0,0.0,0.0,0.0,2.0,4.0,28.0,9.0,10.0,5.0,47,10304.8,4118.7,4392.1,1322.2,318.2,153.5,113.0,31.0,43.5,50
alahlyfc:15,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,15,Achraf DARI,37.0,34.0,92.0,1.0,0.0,0.0,8.0,5.0,62.0,0.0,0.0,0.0,1.0,0.0,42,2.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,2.0,13.0,2.0,4.0,4.0,47,9267.2,4048.6,3938.4,846.4,318.9,114.9,78.0,29.0,33.0,50
alahlyfc:22,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,22,EMAM ASHOUR,5.0,4.0,80.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,47,1569.2,463.3,695.0,269.9,100.8,40.2,26.0,9.0,30.0,50
alahlyfc:30,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,30,MOHAMED HANY,37.0,25.0,68.0,0.0,2.0,0.0,19.0,10.0,53.0,3.0,2.0,1.0,0.0,0.0,42,3.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,7.0,18.0,3.0,2.0,2.0,47,9650.4,4190.5,3834.7,1010.4,430.9,184.0,80.0,39.0,31.4,50
alahlyfc:36,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,36,AHMED KOKA,57.0,52.0,91.0,1.0,0.0,0.0,20.0,17.0,85.0,1.0,1.0,0.0,0.0,0.0,42,8.0,3.0,9.0,0.0,7.0,11.0,1.0,0.0,1.0,2.0,5.0,10.0,6.0,7.0,6.0,47,9262.7,4260.4,3560.6,969.3,353.0,119.4,82.0,38.0,31.0,50
alahlyfc:10,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,10,Nejc GRADISAR,4.0,4.0,100.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,42,1.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,1.0,0.0,0.0,10.0,6.0,1.0,1.0,47,2011.5,581.8,874.5,367.0,122.4,65.9,28.0,11.0,33.0,50
alahlyfc:14,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,14,HUSSEIN ELSHAHAT,12.0,10.0,83.0,0.0,1.0,0.0,4.0,3.0,75.0,2.0,2.0,0.0,1.0,0.0,42,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,47,3166.6,1508.1,1054.1,411.0,142.9,50.6,41.0,15.0,31.5,50
alahlyfc:19,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,19,MOHAMED AFSHA,13.0,10.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,47,1947.2,680.6,819.5,276.4,117.5,53.2,26.0,9.0,34.7,50
alahlyfc:25,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,25,ZIZO,25.0,22.0,88.0,1.0,6.0,2.0,6.0,3.0,50.0,4.0,2.0,2.0,0.0,0.0,42,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,47,6962.4,2600.4,2987.4,823.1,341.6,209.9,73.0,32.0,44.3,50
alahlyfc:29,alahlyfc,Al Ahly FC,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,29,TAHER MOHAMED,13.0,9.0,69.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,47,3344.0,1389.6,1019.8,426.6,318.0,190.0,40.0,28.0,35.0,50
intermiamicf:19,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,19,Oscar USTARI,29.0,27.0,93.0,0.0,0.0,0.0,10.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,9.0,0.0,48,5185.4,4239.0,846.1,90.4,9.9,0.0,9.0,1.0,21.4,51
intermiamicf:5,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,5,Sergio BUSQUETS,65.0,53.0,82.0,0.0,0.0,0.0,21.0,14.0,67.0,0.0,0.0,0.0,0.0,0.0,44,3.0,2.0,3.0,1.0,5.0,15.0,1.0,0.0,2.0,1.0,5.0,20.0,6.0,5.0,3.0,48,10337.7,4136.7,4584.2,1180.1,323.0,113.8,118.0,26.0,35.5,51
intermiamicf:6,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,6,Tomas AVILES,49.0,46.0,94.0,0.0,0.0,0.0,14.0,12.0,86.0,0.0,0.0,0.0,0.0,0.0,44,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,12.0,3.0,0.0,2.0,48,4755.7,2093.4,1818.4,443.1,210.6,190.2,38.0,20.0,35.3,51
intermiamicf:8,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,8,Telasco SEGOVIA,27.0,26.0,96.0,0.0,4.0,1.0,2.0,1.0,50.0,1.0,1.0,0.0,1.0,0.0,44,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,5.0,24.0,12.0,1.0,0.0,48,8479.5,3200.6,3218.6,1352.1,559.0,149.2,120.0,45.0,38.9,51
intermiamicf:9,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,9,Luis SUAREZ,27.0,22.0,81.0,1.0,4.0,2.0,5.0,4.0,80.0,2.0,2.0,0.0,1.0,0.0,44,2.0,1.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,1.0,3.0,24.0,8.0,2.0,3.0,48,9859.9,3876.1,4058.4,1326.0,470.0,129.5,113.0,40.0,30.4,51
intermiamicf:10,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,10,Lionel MESSI,42.0,30.0,71.0,0.0,9.0,4.0,18.0,11.0,61.0,2.0,2.0,0.0,5.0,0.0,44,5.0,2.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,4.0,12.0,6.0,2.0,5.0,48,7429.2,4891.8,1430.8,727.4,280.5,98.7,66.0,27.0,35.4,51
intermiamicf:17,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,17,Ian FRAY,55.0,52.0,95.0,0.0,1.0,0.0,13.0,12.0,92.0,3.0,3.0,0.0,1.0,0.0,44,4.0,3.0,1.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,4.0,13.0,4.0,4.0,0.0,48,10352.0,4083.5,4359.6,1123.4,439.5,346.0,86.0,44.0,35.5,51
intermiamicf:21,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,21,Tadeo ALLENDE,17.0,13.0,76.0,0.0,0.0,0.0,4.0,3.0,75.0,3.0,3.0,0.0,1.0,0.0,44,1.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,2.0,0.0,4.0,7.0,3.0,1.0,0.0,48,8564.0,3417.3,3392.4,1044.2,498.9,211.2,100.0,42.0,41.7,51
intermiamicf:32,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,32,Noah ALLEN,37.0,34.0,92.0,1.0,0.0,0.0,9.0,8.0,89.0,1.0,0.0,1.0,0.0,0.0,44,1.0,0.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,2.0,2.0,17.0,5.0,4.0,2.0,48,10636.8,3894.3,4409.8,1268.3,651.4,413.0,109.0,58.0,41.1,51
intermiamicf:37,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,37,Maximiliano FALCON,56.0,54.0,96.0,0.0,0.0,0.0,11.0,9.0,82.0,0.0,0.0,0.0,1.0,0.0,44,0.0,0.0,2.0,1.0,2.0,4.0,3.0,0.0,4.0,6.0,2.0,3.0,2.0,5.0,4.0,48,9395.7,4247.6,3669.7,794.8,445.9,237.7,67.0,42.0,41.9,51
intermiamicf:55,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,55,Federico REDONDO,58.0,53.0,91.0,0.0,0.0,0.0,11.0,9.0,82.0,1.0,1.0,0.0,1.0,0.0,44,5.0,1.0,2.0,1.0,6.0,12.0,0.0,0.0,2.0,1.0,13.0,17.0,8.0,3.0,3.0,48,9881.1,4120.3,4159.6,1016.5,447.9,136.9,88.0,34.0,35.0,51
intermiamicf:7,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,7,Fafa PICAULT,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,48,1934.3,608.7,830.9,247.3,162.7,84.7,20.0,13.0,31.4,51
intermiamicf:30,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,30,Benjamin CREMASCHI,10.0,9.0,90.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.0,1.0,48,3071.4,914.9,1258.3,609.3,193.4,95.5,42.0,19.0,30.2,51
intermiamicf:57,intermiamicf,Inter Miami CF,1,2025-06-14,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M01%20AHL%20V%20MIA%20POST%20MATCH%20REPORT.pdf,57,Marcelo WEIGANDT,26.0,24.0,92.0,0.0,0.0,0.0,9.0,5.0,56.0,1.0,1.0,0.0,1.0,0.0,44,5.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,5.0,15.0,5.0,3.0,1.0,48,5297.9,2102.2,1946.6,705.4,310.5,233.2,61.0,33.0,32.8,51
fcbayernmunchen:1,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,1,Manuel NEUER,28.0,28.0,100.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,48,6280.8,4579.0,1401.7,234.6,65.5,0.0,29.0,4.0,23.8,51
fcbayernmunchen:4,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,4,Jonathan TAH,88.0,85.0,97.0,0.0,0.0,0.0,9.0,8.0,89.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,4.0,4.0,0.0,3.0,4.0,0.0,4.0,6.0,7.0,14.0,2.0,10.0,5.0,48,10950.9,4450.3,4702.8,1232.4,449.3,116.2,120.0,34.0,32.0,51
fcbayernmunchen:6,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,6,Joshua KIMMICH,125.0,108.0,86.0,5.0,4.0,2.0,39.0,27.0,69.0,0.0,0.0,0.0,1.0,0.0,43,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,16.0,18.0,4.0,2.0,0.0,48,11626.2,4105.8,5388.4,1514.8,433.1,184.1,127.0,32.0,31.1,51
fcbayernmunchen:9,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,9,Harry KANE,9.0,6.0,67.0,1.0,0.0,0.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,0.0,43,1.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,2.0,14.0,6.0,0.0,0.0,48,7127.4,2864.4,3212.9,739.3,235.6,75.3,69.0,20.0,29.4,51
fcbayernmunchen:11,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,11,Kingsley COMAN,35.0,32.0,91.0,0.0,3.0,1.0,5.0,4.0,80.0,2.0,2.0,0.0,5.0,2.0,43,0.0,0.0,1.0,0.0,1.0,15.0,1.0,0.0,1.0,0.0,3.0,8.0,5.0,0.0,1.0,48,5802.6,1912.0,2746.4,763.9,292.5,87.8,63.0,26.0,29.1,51
fcbayernmunchen:17,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,17,Michael OLISE,41.0,34.0,83.0,0.0,3.0,1.0,14.0,10.0,71.0,10.0,7.0,3.0,2.0,2.0,43,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,1.0,0.0,48,5720.2,1942.4,2671.5,772.1,260.2,73.8,74.0,23.0,28.9,51
fcbayernmunchen:22,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,22,RAPHAEL GUERREIRO,44.0,40.0,91.0,0.0,4.0,0.0,8.0,6.0,75.0,0.0,0.0,0.0,1.0,0.0,43,1.0,1.0,0.0,0.0,1.0,15.0,1.0,0.0,2.0,1.0,3.0,19.0,10.0,2.0,1.0,48,7698.5,2541.7,3535.8,1055.5,457.1,108.3,92.0,37.0,28.9,51
fcbayernmunchen:23,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,23,Sacha BOEY,90.0,88.0,98.0,0.0,4.0,1.0,18.0,17.0,94.0,0.0,0.0,0.0,3.0,1.0,43,5.0,2.0,4.0,1.0,7.0,9.0,3.0,1.0,4.0,0.0,12.0,19.0,9.0,4.0,1.0,48,11519.8,4209.7,4667.0,1380.3,781.3,481.5,121.0,71.0,32.3,51
fcbayernmunchen:25,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,25,Thomas MUELLER,42.0,32.0,76.0,0.0,4.0,1.0,10.0,6.0,60.0,1.0,1.0,0.0,3.0,2.0,43,3.0,1.0,3.0,1.0,3.0,21.0,2.0,0.0,2.0,0.0,9.0,22.0,8.0,4.0,0.0,48,11261.1,4415.2,5182.6,1245.9,393.6,23.9,119.0,31.0,28.1,51
fcbayernmunchen:44,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,44,Josip STANISIC,69.0,68.0,99.0,0.0,1.0,1.0,13.0,13.0,100.0,1.0,1.0,0.0,2.0,0.0,43,2.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,9.0,8.0,4.0,4.0,2.0,48,9361.0,3689.9,4008.8,1165.9,417.9,78.6,110.0,31.0,30.3,51
fcbayernmunchen:45,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,45,Aleksandar PAVLOVIC,104.0,95.0,91.0,2.0,1.0,0.0,27.0,25.0,93.0,2.0,1.0,1.0,1.0,0.0,43,5.0,1.0,3.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,9.0,36.0,3.0,5.0,2.0,48,12328.9,3894.7,6050.5,1844.9,507.5,31.3,176.0,35.0,27.7,51
fcbayernmunchen:2,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,2,Dayot UPAMECANO,29.0,29.0,100.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,48,3837.2,1451.4,1708.9,436.4,162.4,78.1,42.0,13.0,31.7,51
fcbayernmunchen:7,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,7,Serge GNABRY,27.0,24.0,89.0,0.0,1.0,0.0,6.0,5.0,83.0,3.0,2.0,1.0,2.0,0.0,43,1.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,1.0,3.0,11.0,5.0,0.0,2.0,48,5508.9,2216.7,1976.4,825.3,370.3,120.2,78.0,27.0,31.3,51
fcbayernmunchen:42,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,42,Jamal MUSIALA,23.0,20.0,87.0,0.0,0.0,0.0,7.0,6.0,86.0,2.0,2.0,0.0,5.0,3.0,43,2.0,2.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,48,3808.8,1426.9,1497.0,550.1,188.6,146.2,49.0,17.0,32.0,51
fcbayernmunchen:46,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,46,Lennart KARL,33.0,29.0,88.0,1.0,4.0,1.0,7.0,3.0,43.0,3.0,3.0,0.0,5.0,0.0,43,4.0,3.0,0.0,0.0,3.0,15.0,0.0,0.0,1.0,0.0,2.0,18.0,12.0,3.0,0.0,48,5755.2,2023.7,2494.1,699.3,356.1,182.0,68.0,30.0,31.2,51
fcbayernmunchen:49,fcbayernmunchen,FC Bayern München,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,49,Adam AZNOU,10.0,10.0,100.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,48,1817.4,566.2,851.8,263.6,98.9,36.9,27.0,8.0,29.2,51
aucklandcityfc:1,aucklandcityfc,Auckland City FC,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,1,Conor TRACEY,43.0,16.0,37.0,0.0,0.0,0.0,28.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,49,4833.2,4013.1,771.3,47.7,1.1,0.0,2.0,0.0,20.3,52
aucklandcityfc:2,aucklandcityfc,Auckland City FC,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,2,Mario ILICH,38.0,27.0,71.0,0.0,0.0,0.0,9.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,45,7.0,2.0,5.0,2.0,5.0,60.0,2.0,0.0,2.0,4.0,9.0,34.0,26.0,8.0,6.0,49,12110.5,3495.2,6263.6,2079.7,266.0,5.9,197.0,23.0,25.4,52
aucklandcityfc:3,aucklandcityfc,Auckland City FC,2,2025-06-15,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M02%20BAY%20V%20AKL%20POST%20MATCH%20REPORT.pdf,3,Adam MITCHELL,36.0,26.0,72.0,0.0,0.0,0.0,13.0,7.0,54.0,0.0,0.0,0.0,0.0,0.0,45,4.0,1.0,5.0,0.0,3.0,4.0,0.0,0.0,1.0,11.0,2.0,19.0,1.0,6.0,12.0,49,10063.7,4330.9,4309.7,1174.4,241.9,6.9,101.0,19.0,26.5,52
