match_id,date,club_id,club,opponent,goals,goals_against,source_url,source_page,phases_page,possession_pct,formation,build_up_unopposed_pct,build_up_opposed_pct,progression_pct,final_third_pct,long_ball_pct,attacking_transition_pct,counter_attack_pct,high_press_pct,mid_press_pct,low_press_pct,high_block_pct,mid_block_pct,low_block_pct,counter_press_pct,passes_attempted,passes_completed,line_breaks_completed,direct_pressures,shots,distance_m,pass_completion_pct
11,2025-06-17,ulsanhd,Ulsan HD,Mamelodi Sundowns FC,0,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M11%20UHD%20V%20MSU%20POST%20MATCH%20REPORT%20V2.pdf,3,4,30.3,4-4-2,22.0,10.0,21.0,19.0,2.0,19.0,4.0,7.0,5.0,0.0,9.0,27.0,22.0,6.0,328.0,282.0,84.0,48.0,8.0,110895.2,85.97560975609755
11,2025-06-17,mamelodisundownsfc,Mamelodi Sundowns FC,Ulsan HD,1,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M11%20UHD%20V%20MSU%20POST%20MATCH%20REPORT%20V2.pdf,3,4,62.3,4-2-3-1,48.0,19.0,14.0,10.0,2.0,9.0,1.0,7.0,3.0,1.0,9.0,18.0,11.0,15.0,742.0,682.0,119.0,37.0,14.0,107662.2,91.91374663072776
12,2025-06-17,cfmonterrey,CF Monterrey,FC Internazionale Milano,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M12%20CFM%20V%20INT%20POST%20MATCH%20REPORT.pdf,3,4,33.7,3-5-2,29.0,14.0,11.0,5.0,7.0,20.0,3.0,4.0,3.0,1.0,4.0,18.0,35.0,9.0,363.0,281.0,79.0,50.0,10.0,111518.7,77.41046831955923
12,2025-06-17,fcinternazionalemilano,FC Internazionale Milano,CF Monterrey,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M12%20CFM%20V%20INT%20POST%20MATCH%20REPORT.pdf,3,4,57.6,3-5-2,35.0,16.0,21.0,24.0,1.0,13.0,1.0,7.0,5.0,0.0,6.0,13.0,8.0,15.0,572.0,498.0,110.0,34.0,15.0,113992.1,87.06293706293707
13,2025-06-18,manchestercity,Manchester City,Wydad AC,2,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M13%20MCI%20V%20WAC%20POST%20MATCH%20REPORT%20V2.pdf,3,4,61.9,4-4-2,38.0,19.0,17.0,19.0,1.0,9.0,0.0,11.0,8.0,0.0,7.0,17.0,8.0,11.0,627.0,577.0,101.0,41.0,15.0,105954.6,92.02551834130782
13,2025-06-18,wydadac,Wydad AC,Manchester City,0,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M13%20MCI%20V%20WAC%20POST%20MATCH%20REPORT%20V2.pdf,3,4,31.5,3-4-3,20.0,14.0,22.0,12.0,4.0,13.0,3.0,3.0,5.0,0.0,4.0,26.0,35.0,7.0,321.0,263.0,72.0,55.0,12.0,104676.5,81.93146417445483
14,2025-06-18,realmadridcf,Real Madrid C. F.,Al Hilal,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M14%20RMA%20V%20HIL%20POST%20MATCH%20REPORT%20V2.pdf,3,4,48.5,4-2-1-3,36.0,11.0,26.0,27.0,1.0,10.0,2.0,6.0,4.0,1.0,8.0,21.0,16.0,8.0,505.0,467.0,112.0,26.0,21.0,109178.9,92.47524752475248
14,2025-06-18,alhilal,Al Hilal,Real Madrid C. F.,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M14%20RMA%20V%20HIL%20POST%20MATCH%20REPORT%20V2.pdf,3,4,43.5,4-1-2-3,37.0,13.0,17.0,17.0,6.0,12.0,2.0,2.0,2.0,1.0,4.0,28.0,33.0,7.0,477.0,405.0,91.0,32.0,13.0,110890.6,84.90566037735849
15,2025-06-18,cfpachuca,CF Pachuca,FC Salzburg,1,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M15%20PAC%20V%20SAL%20POST%20MATCH%20REPORT.pdf,3,4,47.5,4-2-3-1,37.0,14.0,18.0,12.0,4.0,15.0,1.0,5.0,3.0,1.0,10.0,22.0,15.0,11.0,515.0,456.0,82.0,43.0,19.0,112385.3,88.54368932038835
15,2025-06-18,fcsalzburg,FC Salzburg,CF Pachuca,2,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M15%20PAC%20V%20SAL%20POST%20MATCH%20REPORT.pdf,3,4,45.3,4-4-2,30.0,14.0,25.0,12.0,1.0,18.0,2.0,5.0,6.0,1.0,4.0,28.0,15.0,11.0,523.0,454.0,111.0,56.0,10.0,113455.5,86.80688336520076
16,2025-06-18,alainfc,Al Ain FC,Juventus FC,0,5,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M16%20AIN%20V%20JUV%20POST%20MATCH%20REPORT%20V3.pdf,3,4,33.4,5-3-2,26.0,17.0,20.0,15.0,5.0,13.0,4.0,6.0,4.0,1.0,5.0,20.0,31.0,8.0,376.0,323.0,84.0,48.0,10.0,113121.8,85.90425531914893
16,2025-06-18,juventusfc,Juventus FC,Al Ain FC,5,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M16%20AIN%20V%20JUV%20POST%20MATCH%20REPORT%20V3.pdf,3,4,59.4,3-4-3,42.0,16.0,19.0,21.0,1.0,11.0,1.0,8.0,7.0,0.0,3.0,16.0,15.0,9.0,638.0,578.0,129.0,35.0,16.0,119256.7,90.59561128526646
17,2025-06-19,palmeiras,Palmeiras,Al Ahly FC,2,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M17%20SEP%20V%20AHL%20POST%20MATCH%20REPORT.pdf,3,4,31.5,3-4-3,22.0,6.0,22.0,17.0,9.0,26.0,4.0,4.0,4.0,0.0,4.0,30.0,22.0,6.0,252.0,199.0,63.0,34.0,12.0,105475.3,78.96825396825396
17,2025-06-19,alahlyfc,Al Ahly FC,Palmeiras,0,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M17%20SEP%20V%20AHL%20POST%20MATCH%20REPORT.pdf,3,4,57.2,4-1-2-3,44.0,15.0,21.0,12.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0,18.0,13.0,18.0,493.0,434.0,96.0,38.0,8.0,104704.3,88.03245436105476
18,2025-06-19,intermiamicf,Inter Miami CF,FC Porto,2,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M18%20MIA%20V%20POR%20POST%20MATCH%20REPORT.pdf,3,4,44.7,4-4-2,33.0,21.0,18.0,8.0,3.0,13.0,2.0,3.0,1.0,0.0,11.0,31.0,20.0,9.0,481.0,419.0,118.0,56.0,6.0,110437.7,87.11018711018711
18,2025-06-19,fcporto,FC Porto,Inter Miami CF,1,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M18%20MIA%20V%20POR%20POST%20MATCH%20REPORT.pdf,3,4,48.6,3-4-3,43.0,9.0,19.0,17.0,2.0,11.0,1.0,7.0,5.0,1.0,11.0,21.0,13.0,9.0,480.0,431.0,109.0,43.0,15.0,110113.0,89.79166666666667
19,2025-06-19,seattlesoundersfc,Seattle Sounders FC,Atlético De Madrid,1,3,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M19%20SEA%20V%20ATM%20POST%20MATCH%20REPORT.pdf,3,4,41.4,4-2-3-1,25.0,20.0,20.0,15.0,4.0,15.0,1.0,8.0,5.0,0.0,5.0,20.0,20.0,8.0,420.0,349.0,84.0,65.0,16.0,115983.5,83.0952380952381
19,2025-06-19,atleticodemadrid,Atlético De Madrid,Seattle Sounders FC,3,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M19%20SEA%20V%20ATM%20POST%20MATCH%20REPORT.pdf,3,4,51.1,4-4-2,26.0,19.0,22.0,20.0,3.0,11.0,2.0,8.0,7.0,0.0,5.0,20.0,21.0,12.0,557.0,488.0,122.0,58.0,15.0,114881.8,87.61220825852783
20,2025-06-19,parissaintgermain,Paris Saint-Germain,Botafogo,0,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M20%20PSG%20V%20BOT%20POST%20MATCH%20REPORT%20V2.pdf,3,4,68.0,4-1-2-3,39.0,20.0,22.0,25.0,0.0,8.0,0.0,9.0,8.0,0.0,5.0,9.0,2.0,15.0,766.0,706.0,164.0,43.0,15.0,115498.1,92.16710182767623
20,2025-06-19,botafogo,Botafogo,Paris Saint-Germain,1,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M20%20PSG%20V%20BOT%20POST%20MATCH%20REPORT%20V2.pdf,3,4,24.1,4-1-2-3,15.0,12.0,18.0,8.0,9.0,23.0,5.0,2.0,4.0,1.0,1.0,29.0,39.0,6.0,278.0,215.0,74.0,70.0,4.0,119565.9,77.33812949640287
21,2025-06-20,slbenfica,SL Benfica,Auckland City FC,6,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M21%20SLB%20V%20AKL%20POST%20MATCH%20REPORT.pdf,3,4,57.5,4-2-3-1,40.0,13.0,23.0,45.0,0.0,10.0,2.0,7.0,4.0,0.0,7.0,9.0,8.0,16.0,559.0,491.0,116.0,44.0,32.0,115718.3,87.83542039355993
21,2025-06-20,aucklandcityfc,Auckland City FC,SL Benfica,0,6,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M21%20SLB%20V%20AKL%20POST%20MATCH%20REPORT.pdf,3,4,32.4,5-4-1,20.0,13.0,12.0,7.0,12.0,23.0,1.0,1.0,0.0,1.0,1.0,10.0,57.0,8.0,335.0,248.0,58.0,35.0,4.0,119841.0,74.02985074626865
22,2025-06-20,crflamengo,CR Flamengo,Chelsea FC,3,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M22%20FLA%20V%20CHE%20PSOT%20MATCH%20REPORT.pdf,3,4,44.0,4-2-3-1,29.0,16.0,21.0,15.0,2.0,13.0,2.0,7.0,6.0,1.0,10.0,21.0,17.0,7.0,453.0,399.0,90.0,50.0,14.0,106213.4,88.0794701986755
22,2025-06-20,chelseafc,Chelsea FC,CR Flamengo,1,3,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M22%20FLA%20V%20CHE%20PSOT%20MATCH%20REPORT.pdf,3,4,49.7,4-3-1-2,37.0,18.0,19.0,15.0,2.0,10.0,2.0,7.0,5.0,0.0,5.0,22.0,11.0,11.0,448.0,396.0,88.0,40.0,11.0,99733.1,88.39285714285714
23,2025-06-20,lafc,LAFC,Espérance De Tunisie,0,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M23%20LAF%20V%20EST%20POST%20MATCH%20REPORT.pdf,3,4,54.4,4-1-2-3,42.0,17.0,16.0,13.0,2.0,9.0,0.0,6.0,4.0,1.0,9.0,15.0,22.0,9.0,588.0,534.0,104.0,41.0,10.0,109428.8,90.81632653061224
23,2025-06-20,esperancedetunisie,Espérance De Tunisie,LAFC,1,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M23%20LAF%20V%20EST%20POST%20MATCH%20REPORT.pdf,3,4,38.5,4-2-3-1,32.0,12.0,16.0,16.0,5.0,14.0,3.0,2.0,5.0,1.0,4.0,25.0,29.0,6.0,410.0,337.0,80.0,57.0,10.0,109843.7,82.1951219512195
24,2025-06-20,fcbayernmunchen,FC Bayern München,CA Boca Juniors,2,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M24%20BAY%20V%20BOC%20POST%20MATCH%20REPORT.pdf,3,4,64.3,4-2-3-1,38.0,19.0,21.0,23.0,1.0,10.0,0.0,5.0,4.0,0.0,7.0,15.0,12.0,13.0,666.0,617.0,133.0,34.0,11.0,115822.3,92.64264264264264
24,2025-06-20,cabocajuniors,CA Boca Juniors,FC Bayern München,1,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M24%20BAY%20V%20BOC%20POST%20MATCH%20REPORT.pdf,3,4,26.0,4-2-3-1,26.0,9.0,16.0,8.0,10.0,21.0,4.0,3.0,4.0,0.0,1.0,25.0,38.0,7.0,251.0,182.0,43.0,68.0,6.0,106930.0,72.50996015936255
25,2025-06-21,mamelodisundownsfc,Mamelodi Sundowns FC,Borussia Dortmund,3,4,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M25%20MSU%20V%20BVB%20POST%20MATCH%20REPORT.pdf,3,4,55.0,4-2-3-1,41.0,21.0,13.0,8.0,2.0,11.0,2.0,8.0,5.0,1.0,3.0,30.0,9.0,14.0,607.0,528.0,84.0,41.0,14.0,104585.2,86.9851729818781
25,2025-06-21,borussiadortmund,Borussia Dortmund,Mamelodi Sundowns FC,4,3,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M25%20MSU%20V%20BVB%20POST%20MATCH%20REPORT.pdf,3,4,35.8,3-4-3,21.0,13.0,21.0,13.0,4.0,19.0,1.0,10.0,7.0,0.0,10.0,28.0,10.0,9.0,395.0,321.0,84.0,48.0,8.0,110178.4,81.26582278481013
26,2025-06-21,fcinternazionalemilano,FC Internazionale Milano,Urawa Red Diamonds,2,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M26%20INT%20v%20URD%20POST%20MATCH%20REPORT.pdf,3,4,73.3,3-4-3,45.0,21.0,19.0,31.0,1.0,9.0,0.0,7.0,5.0,0.0,2.0,6.0,3.0,15.0,843.0,777.0,161.0,27.0,23.0,119658.5,92.17081850533808
26,2025-06-21,urawareddiamonds,Urawa Red Diamonds,FC Internazionale Milano,1,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M26%20INT%20v%20URD%20POST%20MATCH%20REPORT.pdf,3,4,18.8,4-2-3-1,13.0,9.0,12.0,8.0,15.0,25.0,5.0,4.0,2.0,0.0,1.0,19.0,53.0,7.0,206.0,126.0,40.0,61.0,5.0,121233.7,61.16504854368932
27,2025-06-21,fluminensefc,Fluminense FC,Ulsan HD,4,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M27%20FLU%20V%20UHD%20POST%20MATCH%20REPORT.pdf,3,4,62.4,4-2-3-1,41.0,14.0,19.0,26.0,1.0,10.0,1.0,5.0,5.0,0.0,6.0,11.0,17.0,11.0,667.0,613.0,126.0,31.0,26.0,105996.8,91.904047976012
27,2025-06-21,ulsanhd,Ulsan HD,Fluminense FC,2,4,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M27%20FLU%20V%20UHD%20POST%20MATCH%20REPORT.pdf,3,4,28.2,5-3-2,21.0,11.0,19.0,15.0,4.0,18.0,2.0,1.0,3.0,1.0,1.0,19.0,49.0,7.0,296.0,238.0,68.0,42.0,9.0,115013.6,80.4054054054054
28,2025-06-21,cariverplate,CA River Plate,CF Monterrey,0,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M28%20RIV%20V%20CFM%20POST%20MATCH%20REPORT.pdf,3,4,34.8,4-1-2-3,18.0,11.0,16.0,13.0,3.0,23.0,3.0,8.0,4.0,1.0,6.0,31.0,5.0,11.0,266.0,222.0,63.0,47.0,19.0,103746.3,83.45864661654136
28,2025-06-21,cfmonterrey,CF Monterrey,CA River Plate,0,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M28%20RIV%20V%20CFM%20POST%20MATCH%20REPORT.pdf,3,4,52.9,4-1-2-3,38.0,17.0,15.0,3.0,2.0,16.0,2.0,4.0,7.0,0.0,2.0,9.0,19.0,15.0,447.0,378.0,72.0,49.0,3.0,102601.2,84.56375838926175
29,2025-06-22,juventusfc,Juventus FC,Wydad AC,4,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M29%20JUV%20V%20WAC%20POST%20MATCH%20REPORT.pdf,3,4,59.5,3-4-3,42.0,14.0,17.0,15.0,2.0,11.0,1.0,8.0,4.0,0.0,3.0,13.0,11.0,18.0,495.0,432.0,87.0,45.0,8.0,111958.2,87.27272727272727
29,2025-06-22,wydadac,Wydad AC,Juventus FC,1,4,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M29%20JUV%20V%20WAC%20POST%20MATCH%20REPORT.pdf,3,4,32.1,3-4-3,20.0,12.0,23.0,16.0,3.0,25.0,4.0,7.0,3.0,1.0,5.0,18.0,27.0,10.0,299.0,233.0,62.0,50.0,14.0,106530.8,77.92642140468227
30,2025-06-22,realmadridcf,Real Madrid C. F.,CF Pachuca,3,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M30%20RMA%20V%20PAC%20POST%20MATCH%20REPORT.pdf,3,4,51.8,4-1-2-3,32.0,17.0,20.0,12.0,3.0,10.0,1.0,1.0,1.0,0.0,2.0,24.0,37.0,7.0,608.0,552.0,137.0,27.0,8.0,102709.2,90.78947368421052
30,2025-06-22,cfpachuca,CF Pachuca,Real Madrid C. F.,1,3,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M30%20RMA%20V%20PAC%20POST%20MATCH%20REPORT.pdf,3,4,41.9,4-2-3-1,42.0,12.0,16.0,25.0,1.0,10.0,1.0,7.0,7.0,0.0,11.0,23.0,11.0,6.0,444.0,398.0,74.0,53.0,24.0,112116.7,89.63963963963964
31,2025-06-22,fcsalzburg,FC Salzburg,Al Hilal,0,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M31%20SAL%20V%20HIL%20POST%20MATCH%20REPORT.pdf,3,4,40.5,4-4-2,38.0,11.0,18.0,13.0,2.0,12.0,1.0,3.0,3.0,1.0,4.0,23.0,31.0,11.0,420.0,356.0,88.0,64.0,15.0,110279.7,84.76190476190476
31,2025-06-22,alhilal,Al Hilal,FC Salzburg,0,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M31%20SAL%20V%20HIL%20POST%20MATCH%20REPORT.pdf,3,4,50.3,4-1-2-3,34.0,15.0,20.0,24.0,1.0,17.0,2.0,5.0,2.0,1.0,5.0,23.0,20.0,9.0,540.0,465.0,108.0,32.0,18.0,106459.3,86.11111111111111
32,2025-06-22,manchestercity,Manchester City,Al Ain FC,6,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M32%20MCI%20V%20AIN%20POST%20MATCH%20REPORT.pdf,3,4,70.1,3-4-3,42.0,20.0,19.0,28.0,0.0,6.0,0.0,15.0,5.0,0.0,7.0,10.0,4.0,17.0,784.0,739.0,141.0,28.0,22.0,117811.7,94.26020408163265
32,2025-06-22,alainfc,Al Ain FC,Manchester City,0,6,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M32%20MCI%20V%20AIN%20POST%20MATCH%20REPORT.pdf,3,4,24.4,5-4-1,12.0,17.0,16.0,6.0,7.0,23.0,5.0,1.0,4.0,1.0,2.0,22.0,51.0,6.0,300.0,235.0,55.0,65.0,5.0,110960.6,78.33333333333333
33,2025-06-23,seattlesoundersfc,Seattle Sounders FC,Paris Saint-Germain,0,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M33%20SEA%20V%20PSG%20POST%20MATCH%20REPORT.pdf,3,4,27.0,4-2-3-1,16.0,15.0,21.0,12.0,5.0,25.0,2.0,5.0,3.0,1.0,3.0,20.0,39.0,6.0,332.0,256.0,81.0,50.0,7.0,122192.2,77.10843373493977
33,2025-06-23,parissaintgermain,Paris Saint-Germain,Seattle Sounders FC,2,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M33%20SEA%20V%20PSG%20POST%20MATCH%20REPORT.pdf,3,4,66.1,4-1-2-3,35.0,17.0,24.0,28.0,1.0,8.0,1.0,11.0,7.0,0.0,9.0,10.0,7.0,18.0,823.0,765.0,191.0,46.0,14.0,116711.3,92.95261239368165
34,2025-06-23,atleticodemadrid,Atlético De Madrid,Botafogo,1,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M34%20ATM%20v%20BOT%20POST%20MATCH%20REPORT.pdf,3,4,55.0,4-4-2,31.0,18.0,28.0,28.0,0.0,9.0,1.0,8.0,5.0,1.0,7.0,10.0,9.0,12.0,583.0,528.0,134.0,40.0,22.0,119852.3,90.56603773584905
34,2025-06-23,botafogo,Botafogo,Atlético De Madrid,0,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M34%20ATM%20v%20BOT%20POST%20MATCH%20REPORT.pdf,3,4,35.9,4-1-2-3,19.0,12.0,17.0,11.0,7.0,20.0,3.0,1.0,3.0,1.0,1.0,22.0,37.0,7.0,408.0,328.0,106.0,55.0,7.0,117947.8,80.3921568627451
35,2025-06-23,intermiamicf,Inter Miami CF,Palmeiras,2,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M35%20MIA%20V%20SEP%20POST%20MATCH%20REPORT.pdf,3,4,44.6,4-4-2,36.0,13.0,13.0,7.0,4.0,12.0,1.0,1.0,1.0,1.0,2.0,19.0,38.0,9.0,546.0,473.0,108.0,55.0,8.0,107614.8,86.63003663003663
35,2025-06-23,palmeiras,Palmeiras,Inter Miami CF,2,2,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M35%20MIA%20V%20SEP%20POST%20MATCH%20REPORT.pdf,3,4,47.9,4-2-3-1,39.0,12.0,21.0,31.0,1.0,12.0,2.0,6.0,6.0,0.0,4.0,22.0,17.0,9.0,441.0,395.0,99.0,51.0,21.0,108009.9,89.56916099773242
36,2025-06-23,fcporto,FC Porto,Al Ahly FC,4,4,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M36%20POR%20V%20AHL%20POST%20MATCH%20REPORT.pdf,3,4,51.5,3-4-3,42.0,12.0,20.0,15.0,1.0,8.0,1.0,7.0,6.0,1.0,4.0,10.0,16.0,13.0,469.0,407.0,102.0,47.0,17.0,112127.8,86.78038379530916
36,2025-06-23,alahlyfc,Al Ahly FC,FC Porto,4,4,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M36%20POR%20V%20AHL%20POST%20MATCH%20REPORT.pdf,3,4,40.6,4-2-1-3,19.0,11.0,22.0,22.0,4.0,19.0,6.0,2.0,4.0,1.0,5.0,31.0,19.0,7.0,365.0,313.0,94.0,41.0,23.0,112314.6,85.75342465753425
37,2025-06-24,aucklandcityfc,Auckland City FC,CA Boca Juniors,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M37%20AKL%20V%20BOC%20POST%20MATCH%20REPORT.pdf,3,4,24.6,5-4-1,20.0,9.0,12.0,6.0,11.0,20.0,1.0,0.0,0.0,0.0,1.0,7.0,73.0,5.0,251.0,177.0,50.0,29.0,3.0,114719.7,70.5179282868526
37,2025-06-24,cabocajuniors,CA Boca Juniors,Auckland City FC,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M37%20AKL%20V%20BOC%20POST%20MATCH%20REPORT.pdf,3,4,65.0,4-2-1-3,47.0,16.0,21.0,57.0,0.0,6.0,1.0,4.0,5.0,1.0,7.0,13.0,7.0,13.0,633.0,580.0,107.0,27.0,39.0,105149.2,91.62717219589257
38,2025-06-24,slbenfica,SL Benfica,FC Bayern München,1,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M38%20SLB%20V%20BAY%20POST%20MATCH%20REPORT%20.pdf,3,4,27.0,4-2-3-1,15.0,15.0,14.0,10.0,8.0,20.0,3.0,2.0,2.0,0.0,2.0,18.0,51.0,7.0,274.0,211.0,60.0,43.0,7.0,104687.3,77.00729927007299
38,2025-06-24,fcbayernmunchen,FC Bayern München,SL Benfica,0,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M38%20SLB%20V%20BAY%20POST%20MATCH%20REPORT%20.pdf,3,4,65.9,4-2-3-1,42.0,20.0,20.0,27.0,0.0,9.0,0.0,11.0,8.0,1.0,7.0,6.0,6.0,14.0,705.0,641.0,129.0,37.0,14.0,111885.9,90.92198581560284
39,2025-06-24,lafc,LAFC,CR Flamengo,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M39%20LAF%20V%20FLA%20POST%20MATCH%20REPORT.pdf,3,4,32.0,3-4-3,26.0,18.0,17.0,9.0,7.0,12.0,2.0,2.0,3.0,1.0,2.0,21.0,47.0,5.0,362.0,308.0,65.0,47.0,5.0,105377.40000000001,85.0828729281768
39,2025-06-24,crflamengo,CR Flamengo,LAFC,1,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M39%20LAF%20V%20FLA%20POST%20MATCH%20REPORT.pdf,3,4,61.5,4-2-3-1,44.0,22.0,18.0,20.0,1.0,5.0,1.0,11.0,6.0,0.0,6.0,17.0,10.0,8.0,664.0,610.0,111.0,34.0,19.0,105741.5,91.86746987951807
40,2025-06-24,esperancedetunisie,Espérance De Tunisie,Chelsea FC,0,3,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M40%20EST%20V%20CHE%20POST%20MATCH%20REPORT.pdf,3,4,28.1,4-2-3-1,23.0,13.0,15.0,11.0,8.0,16.0,3.0,2.0,6.0,1.0,2.0,34.0,28.0,6.0,255.0,200.0,51.0,58.0,2.0,103738.0,78.43137254901961
40,2025-06-24,chelseafc,Chelsea FC,Espérance De Tunisie,3,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M40%20EST%20V%20CHE%20POST%20MATCH%20REPORT.pdf,3,4,67.1,4-1-2-3,44.0,22.0,19.0,13.0,0.0,7.0,1.0,9.0,8.0,1.0,5.0,12.0,8.0,11.0,715.0,662.0,119.0,26.0,16.0,102354.9,92.58741258741259
41,2025-06-25,borussiadortmund,Borussia Dortmund,Ulsan HD,1,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M41%20BVB%20V%20UHD%20POST%20MATCH%20REPORT.pdf,3,4,54.7,3-4-3,43.0,15.0,16.0,25.0,1.0,10.0,2.0,11.0,5.0,0.0,15.0,12.0,12.0,12.0,533.0,484.0,109.0,33.0,27.0,107396.0,90.80675422138837
41,2025-06-25,ulsanhd,Ulsan HD,Borussia Dortmund,0,1,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M41%20BVB%20V%20UHD%20POST%20MATCH%20REPORT.pdf,3,4,37.9,4-1-2-3,28.0,15.0,16.0,10.0,5.0,15.0,2.0,4.0,3.0,0.0,4.0,16.0,43.0,8.0,380.0,303.0,75.0,45.0,3.0,106221.0,79.73684210526316
42,2025-06-25,mamelodisundownsfc,Mamelodi Sundowns FC,Fluminense FC,0,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M42%20MSU%20V%20FLU%20POST%20MATCH%20REPORT.pdf,3,4,60.7,4-2-3-1,45.0,19.0,15.0,9.0,2.0,8.0,1.0,7.0,5.0,1.0,8.0,16.0,10.0,17.0,569.0,510.0,84.0,54.0,7.0,97053.6,89.63093145869948
42,2025-06-25,fluminensefc,Fluminense FC,Mamelodi Sundowns FC,0,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M42%20MSU%20V%20FLU%20POST%20MATCH%20REPORT.pdf,3,4,31.9,4-1-2-3,18.0,14.0,21.0,10.0,4.0,23.0,1.0,5.0,8.0,0.0,11.0,32.0,17.0,7.0,281.0,224.0,61.0,50.0,6.0,97609.6,79.7153024911032
43,2025-06-25,fcinternazionalemilano,FC Internazionale Milano,CA River Plate,2,0,https://www.fifatrainingcentre.com/media/native/tournaments/fcwc/2025/M43%20INT%20V%20RIV%20POST%20MATCH%20REPORT.pdf,3,4,49.5,3-5-2,19.0,10.0,22.0,18.0,4.0,17.0,1.0,5.0,7.0,1.0,1.0,19.0,12.0,10.0,429.0,357.0,94.0,52.0,16.0,110385.8,83.21678321678321
